timestamp;marker_id;detected;center_x_px;center_y_px;offset_x_px;offset_y_px;offset_x_norm;offset_y_norm;distance_m;tvec_x;tvec_y;tvec_z;roll_deg;pitch_deg;yaw_deg;fps
0.547;72;0;;;;;;;;;;;;;;0.0
0.587;72;0;;;;;;;;;;;;;;38.3
0.601;72;0;;;;;;;;;;;;;;63.6
0.611;72;0;;;;;;;;;;;;;;85.6
0.619;72;0;;;;;;;;;;;;;;103.3
0.644;72;0;;;;;;;;;;;;;;121.5
0.671;72;0;;;;;;;;;;;;;;136.0
0.72;72;0;;;;;;;;;;;;;;151.8
0.753;72;0;;;;;;;;;;;;;;165.6
0.784;72;0;;;;;;;;;;;;;;179.2
0.817;72;0;;;;;;;;;;;;;;190.2
0.849;72;0;;;;;;;;;;;;;;202.3
0.878;72;0;;;;;;;;;;;;;;211.7
0.911;72;0;;;;;;;;;;;;;;220.3
0.943;72;0;;;;;;;;;;;;;;226.7
0.975;72;0;;;;;;;;;;;;;;233.1
1.007;72;0;;;;;;;;;;;;;;239.7
1.04;72;0;;;;;;;;;;;;;;245.7
1.07;72;0;;;;;;;;;;;;;;251.3
1.102;72;0;;;;;;;;;;;;;;258.1
1.134;72;0;;;;;;;;;;;;;;264.9
1.167;72;0;;;;;;;;;;;;;;272.1
1.199;72;0;;;;;;;;;;;;;;276.9
1.231;72;0;;;;;;;;;;;;;;282.7
1.31;72;0;;;;;;;;;;;;;;286.9
1.331;72;0;;;;;;;;;;;;;;292.3
1.346;72;0;;;;;;;;;;;;;;297.6
1.374;72;0;;;;;;;;;;;;;;302.9
1.407;72;0;;;;;;;;;;;;;;308.5
1.439;72;0;;;;;;;;;;;;;;312.7
1.471;72;0;;;;;;;;;;;;;;315.3
1.503;72;0;;;;;;;;;;;;;;420.8
1.535;72;0;;;;;;;;;;;;;;437.5
1.566;72;0;;;;;;;;;;;;;;445.9
1.599;72;0;;;;;;;;;;;;;;455.2
1.632;72;0;;;;;;;;;;;;;;458.8
1.696;72;0;;;;;;;;;;;;;;462.5
1.727;72;0;;;;;;;;;;;;;;460.4
1.76;72;0;;;;;;;;;;;;;;461.6
1.791;72;0;;;;;;;;;;;;;;458.7
1.839;72;0;;;;;;;;;;;;;;463.3
1.871;72;0;;;;;;;;;;;;;;461.8
1.883;72;0;;;;;;;;;;;;;;463.0
1.902;72;0;;;;;;;;;;;;;;466.9
1.935;72;0;;;;;;;;;;;;;;472.6
1.966;72;0;;;;;;;;;;;;;;474.6
1.999;72;0;;;;;;;;;;;;;;478.8
2.03;72;0;;;;;;;;;;;;;;483.2
2.096;72;0;;;;;;;;;;;;;;488.9
2.127;72;0;;;;;;;;;;;;;;485.1
2.158;72;0;;;;;;;;;;;;;;484.1
2.189;72;0;;;;;;;;;;;;;;483.5
2.222;72;0;;;;;;;;;;;;;;490.7
2.255;72;0;;;;;;;;;;;;;;492.4
2.287;72;0;;;;;;;;;;;;;;497.2
2.319;72;0;;;;;;;;;;;;;;498.6
2.35;72;0;;;;;;;;;;;;;;496.1
2.399;72;0;;;;;;;;;;;;;;496.4
2.431;72;0;;;;;;;;;;;;;;497.3
2.444;72;0;;;;;;;;;;;;;;501.1
2.494;72;0;;;;;;;;;;;;;;498.2
2.527;72;0;;;;;;;;;;;;;;498.9
2.559;72;0;;;;;;;;;;;;;;506.2
2.59;72;0;;;;;;;;;;;;;;510.2
2.623;72;0;;;;;;;;;;;;;;517.4
2.655;72;0;;;;;;;;;;;;;;514.8
2.687;72;0;;;;;;;;;;;;;;516.6
2.719;72;0;;;;;;;;;;;;;;518.6
2.751;72;0;;;;;;;;;;;;;;516.4
2.783;72;0;;;;;;;;;;;;;;521.3
2.815;72;0;;;;;;;;;;;;;;520.0
2.846;72;0;;;;;;;;;;;;;;520.7
2.878;72;0;;;;;;;;;;;;;;524.2
2.91;72;0;;;;;;;;;;;;;;523.1
2.943;72;0;;;;;;;;;;;;;;526.6
2.99;72;0;;;;;;;;;;;;;;530.2
3.022;72;0;;;;;;;;;;;;;;532.4
3.056;72;0;;;;;;;;;;;;;;534.9
3.087;72;0;;;;;;;;;;;;;;529.1
3.118;72;0;;;;;;;;;;;;;;530.2
3.151;72;0;;;;;;;;;;;;;;533.6
3.183;72;0;;;;;;;;;;;;;;532.3
3.214;72;0;;;;;;;;;;;;;;525.9
3.248;72;0;;;;;;;;;;;;;;527.2
3.278;72;0;;;;;;;;;;;;;;523.4
3.311;72;0;;;;;;;;;;;;;;524.2
3.342;72;0;;;;;;;;;;;;;;524.2
3.375;72;0;;;;;;;;;;;;;;524.9
3.407;72;0;;;;;;;;;;;;;;514.6
3.439;72;0;;;;;;;;;;;;;;507.5
3.47;72;0;;;;;;;;;;;;;;510.0
3.503;72;0;;;;;;;;;;;;;;513.8
3.554;72;0;;;;;;;;;;;;;;511.1
3.582;72;0;;;;;;;;;;;;;;485.1
3.615;72;0;;;;;;;;;;;;;;480.7
3.647;72;0;;;;;;;;;;;;;;483.7
3.683;72;1;328.0;228.8;8.0;-11.2;0.025;-0.0469;0.72;0.0129;-0.0172;0.7193;168.44;-9.99;5.27;485.4
3.712;72;1;327.0;219.0;7.0;-21.0;0.0219;-0.0875;0.699;0.0109;-0.0293;0.6979;170.58;-7.77;4.78;455.2
3.744;72;1;325.2;210.8;5.2;-29.2;0.0164;-0.1219;0.67;0.0086;-0.0386;0.6691;170.61;-8.85;4.59;451.3
3.776;72;1;323.5;202.0;3.5;-38.0;0.0109;-0.1583;0.646;0.0062;-0.0477;0.6444;171.57;-8.8;4.46;446.3
3.808;72;1;321.2;193.2;1.2;-46.8;0.0039;-0.1948;0.619;0.0031;-0.0559;0.6168;172.23;-6.65;4.08;441.5
3.84;72;1;316.2;184.2;-3.8;-55.8;-0.0117;-0.2323;0.598;-0.0028;-0.0629;0.595;177.83;-5.8;3.91;435.9
3.871;72;1;306.5;176.5;-13.5;-63.5;-0.0422;-0.2646;0.573;-0.0126;-0.0685;0.5687;177.72;-7.35;2.58;430.3
3.904;72;1;297.0;170.0;-23.0;-70.0;-0.0719;-0.2917;0.56;-0.0227;-0.0732;0.5551;179.73;-5.23;1.66;428.0
3.935;72;1;289.2;165.0;-30.8;-75.0;-0.0961;-0.3125;0.548;-0.03;-0.0767;0.5417;179.11;-5.4;0.86;420.5
3.967;72;1;283.5;162.2;-36.5;-77.8;-0.1141;-0.324;0.545;-0.0345;-0.0764;0.5383;-170.87;-9.85;-0.65;414.5
3.999;72;1;281.2;162.5;-38.8;-77.5;-0.1211;-0.3229;0.543;-0.0365;-0.0759;0.5368;-170.49;-10.27;-0.87;407.5
4.032;72;1;281.8;165.5;-38.2;-74.5;-0.1195;-0.3104;0.545;-0.0361;-0.074;0.5392;-173.85;-10.78;-0.56;400.6
4.112;72;1;287.8;169.2;-32.2;-70.8;-0.1008;-0.2948;0.557;-0.0309;-0.0725;0.5511;-176.75;-10.23;0.46;396.4
4.144;72;1;292.0;168.0;-28.0;-72.0;-0.0875;-0.3;0.561;-0.0268;-0.0745;0.5555;-177.2;-9.91;1.0;392.2
4.164;72;1;292.0;168.0;-28.0;-72.0;-0.0875;-0.3;0.561;-0.0268;-0.0745;0.5555;-177.2;-9.91;1.0;385.6
4.179;72;1;294.8;165.5;-25.2;-74.5;-0.0789;-0.3104;0.562;-0.0249;-0.0778;0.5563;-179.25;-6.29;2.13;382.0
4.208;72;1;294.8;162.8;-25.2;-77.2;-0.0789;-0.3219;0.563;-0.0251;-0.0803;0.5567;-177.36;-5.45;2.05;379.8
4.241;72;1;292.2;161.5;-27.8;-78.5;-0.0867;-0.3271;0.561;-0.0268;-0.08;0.555;-172.28;-8.84;1.04;374.0
4.273;72;1;288.8;162.8;-31.2;-77.2;-0.0977;-0.3219;0.556;-0.0295;-0.0769;0.5494;-168.43;-11.51;0.15;367.3
4.305;72;1;283.5;166.5;-36.5;-73.5;-0.1141;-0.3063;0.553;-0.0345;-0.0728;0.5473;-168.66;-12.74;-0.11;356.3
4.336;72;1;279.8;172.0;-40.2;-68.0;-0.1258;-0.2833;0.549;-0.0376;-0.0667;0.5436;-168.84;-14.63;-0.57;348.9
4.368;72;1;276.0;178.2;-44.0;-61.8;-0.1375;-0.2573;0.548;-0.0419;-0.0601;0.543;-168.23;-12.64;0.0;343.8
