timestamp;marker_id;detected;center_x_px;center_y_px;offset_x_px;offset_y_px;offset_x_norm;offset_y_norm;distance_m;tvec_x;tvec_y;tvec_z;roll_deg;pitch_deg;yaw_deg;fps
0.525;72;0;;;;;;;;;;;;;;0.0
0.568;72;0;;;;;;;;;;;;;;367.2
0.58;72;0;;;;;;;;;;;;;;303.8
0.597;72;0;;;;;;;;;;;;;;305.3
0.615;72;0;;;;;;;;;;;;;;324.4
0.648;72;0;;;;;;;;;;;;;;326.6
0.683;72;0;;;;;;;;;;;;;;343.9
0.729;72;0;;;;;;;;;;;;;;356.7
0.763;72;0;;;;;;;;;;;;;;363.5
0.797;72;0;;;;;;;;;;;;;;364.5
0.822;72;0;;;;;;;;;;;;;;367.8
0.854;72;0;;;;;;;;;;;;;;377.3
0.886;72;0;;;;;;;;;;;;;;383.4
0.918;72;0;;;;;;;;;;;;;;394.7
0.95;72;0;;;;;;;;;;;;;;401.8
0.982;72;0;;;;;;;;;;;;;;404.3
1.014;72;0;;;;;;;;;;;;;;411.5
1.047;72;0;;;;;;;;;;;;;;414.7
1.079;72;0;;;;;;;;;;;;;;420.2
1.11;72;0;;;;;;;;;;;;;;421.6
1.143;72;0;;;;;;;;;;;;;;426.8
1.175;72;0;;;;;;;;;;;;;;427.0
1.206;72;0;;;;;;;;;;;;;;427.6
1.238;72;0;;;;;;;;;;;;;;433.5
1.318;72;0;;;;;;;;;;;;;;438.6
1.332;72;0;;;;;;;;;;;;;;440.9
1.35;72;0;;;;;;;;;;;;;;441.0
1.382;72;0;;;;;;;;;;;;;;444.1
1.415;72;0;;;;;;;;;;;;;;448.5
1.446;72;0;;;;;;;;;;;;;;450.3
1.479;72;0;;;;;;;;;;;;;;453.7
1.511;72;0;;;;;;;;;;;;;;457.1
1.543;72;0;;;;;;;;;;;;;;465.4
1.574;72;0;;;;;;;;;;;;;;472.7
1.607;72;0;;;;;;;;;;;;;;477.6
1.638;72;0;;;;;;;;;;;;;;484.3
1.702;72;0;;;;;;;;;;;;;;488.1
1.735;72;0;;;;;;;;;;;;;;492.2
1.767;72;0;;;;;;;;;;;;;;494.3
1.798;72;0;;;;;;;;;;;;;;499.9
1.831;72;0;;;;;;;;;;;;;;505.7
1.878;72;0;;;;;;;;;;;;;;501.0
1.889;72;0;;;;;;;;;;;;;;505.5
1.911;72;0;;;;;;;;;;;;;;505.6
1.943;72;0;;;;;;;;;;;;;;504.2
1.975;72;0;;;;;;;;;;;;;;504.2
2.007;72;0;;;;;;;;;;;;;;502.9
2.038;72;0;;;;;;;;;;;;;;504.2
2.102;72;0;;;;;;;;;;;;;;506.3
2.134;72;0;;;;;;;;;;;;;;512.1
2.166;72;0;;;;;;;;;;;;;;510.6
2.198;72;0;;;;;;;;;;;;;;512.8
2.231;72;0;;;;;;;;;;;;;;517.3
2.262;72;0;;;;;;;;;;;;;;512.0
2.295;72;0;;;;;;;;;;;;;;511.2
2.327;72;0;;;;;;;;;;;;;;510.1
2.361;72;0;;;;;;;;;;;;;;512.4
2.39;72;0;;;;;;;;;;;;;;505.0
2.438;72;0;;;;;;;;;;;;;;504.9
2.471;72;0;;;;;;;;;;;;;;505.5
2.503;72;0;;;;;;;;;;;;;;505.5
2.534;72;0;;;;;;;;;;;;;;502.8
2.566;72;0;;;;;;;;;;;;;;512.4
2.598;72;0;;;;;;;;;;;;;;516.5
2.63;72;0;;;;;;;;;;;;;;518.6
2.662;72;0;;;;;;;;;;;;;;523.5
2.694;72;0;;;;;;;;;;;;;;523.7
2.727;72;0;;;;;;;;;;;;;;524.5
2.759;72;0;;;;;;;;;;;;;;524.0
2.793;72;0;;;;;;;;;;;;;;523.6
2.822;72;0;;;;;;;;;;;;;;518.9
2.855;72;0;;;;;;;;;;;;;;524.6
2.886;72;0;;;;;;;;;;;;;;518.1
2.918;72;0;;;;;;;;;;;;;;517.5
2.95;72;0;;;;;;;;;;;;;;517.2
2.998;72;0;;;;;;;;;;;;;;522.4
3.031;72;0;;;;;;;;;;;;;;523.9
3.063;72;0;;;;;;;;;;;;;;521.5
3.094;72;0;;;;;;;;;;;;;;513.8
3.127;72;0;;;;;;;;;;;;;;510.0
3.158;72;0;;;;;;;;;;;;;;506.1
3.19;72;0;;;;;;;;;;;;;;510.3
3.225;72;0;;;;;;;;;;;;;;508.3
3.254;72;0;;;;;;;;;;;;;;500.2
3.287;72;0;;;;;;;;;;;;;;501.1
3.318;72;0;;;;;;;;;;;;;;500.2
3.35;72;0;;;;;;;;;;;;;;501.6
3.383;72;0;;;;;;;;;;;;;;511.2
3.414;72;0;;;;;;;;;;;;;;505.2
3.446;72;0;;;;;;;;;;;;;;504.2
3.478;72;0;;;;;;;;;;;;;;501.6
3.51;72;0;;;;;;;;;;;;;;507.3
3.558;72;0;;;;;;;;;;;;;;507.3
3.591;72;0;;;;;;;;;;;;;;505.9
3.623;72;0;;;;;;;;;;;;;;500.7
3.654;72;0;;;;;;;;;;;;;;497.1
3.687;72;0;;;;;;;;;;;;;;493.1
3.72;72;0;;;;;;;;;;;;;;486.1
3.749;72;0;;;;;;;;;;;;;;477.1
3.781;72;0;;;;;;;;;;;;;;480.6
3.814;72;0;;;;;;;;;;;;;;486.9
3.845;72;0;;;;;;;;;;;;;;489.2
3.877;72;0;;;;;;;;;;;;;;496.2
3.909;72;0;;;;;;;;;;;;;;498.2
3.941;72;0;;;;;;;;;;;;;;503.5
3.973;72;0;;;;;;;;;;;;;;505.9
4.006;72;0;;;;;;;;;;;;;;508.2
4.038;72;0;;;;;;;;;;;;;;512.2
4.103;72;0;;;;;;;;;;;;;;520.8
4.15;72;0;;;;;;;;;;;;;;524.5
4.159;72;0;;;;;;;;;;;;;;532.4
4.182;72;0;;;;;;;;;;;;;;528.9
4.215;72;0;;;;;;;;;;;;;;530.2
4.246;72;0;;;;;;;;;;;;;;539.1
4.278;72;0;;;;;;;;;;;;;;537.8
4.31;72;0;;;;;;;;;;;;;;544.5
4.342;72;0;;;;;;;;;;;;;;546.1
4.374;72;0;;;;;;;;;;;;;;545.4
4.406;72;0;;;;;;;;;;;;;;553.7
4.438;72;0;;;;;;;;;;;;;;559.3
4.502;72;0;;;;;;;;;;;;;;561.3
4.535;72;0;;;;;;;;;;;;;;564.2
4.566;72;0;;;;;;;;;;;;;;556.9
4.598;72;0;;;;;;;;;;;;;;556.5
4.63;72;0;;;;;;;;;;;;;;560.4
4.663;72;0;;;;;;;;;;;;;;563.1
4.711;72;0;;;;;;;;;;;;;;563.4
4.744;72;0;;;;;;;;;;;;;;560.9
4.766;72;0;;;;;;;;;;;;;;567.4
4.781;72;0;;;;;;;;;;;;;;561.2
4.806;72;0;;;;;;;;;;;;;;560.6
4.839;72;0;;;;;;;;;;;;;;558.2
4.902;72;0;;;;;;;;;;;;;;552.1
4.935;72;0;;;;;;;;;;;;;;546.7
4.966;72;0;;;;;;;;;;;;;;539.9
4.998;72;0;;;;;;;;;;;;;;534.0
5.031;72;0;;;;;;;;;;;;;;533.1
5.063;72;0;;;;;;;;;;;;;;526.5
5.094;72;0;;;;;;;;;;;;;;518.8
5.126;72;0;;;;;;;;;;;;;;517.3
5.163;72;0;;;;;;;;;;;;;;514.9
